"SG_UF";"CO_MUNICIPIO";"NO_MUNICIPIO";"REDE";"VL_NOTA_MEDIA_2019";"VL_PROJECAO_2019"
"RO";1100015;"Alta Floresta D'Oeste";"Estadual";6,246496;5,5
"RO";1100015;"Alta Floresta D'Oeste";"Municipal";4,992906;5,5
"RO";1100015;"Alta Floresta D'Oeste";"Pública";6,007245;5,7
"RO";1100023;"Ariquemes";"Estadual";6,074639;5,9
"RO";1100023;"Ariquemes";"Municipal";5,611315;5,5
"RO";1100023;"Ariquemes";"Pública";5,686366;5,7
"RO";1100031;"Cabixi";"Estadual";;6
"RO";1100031;"Cabixi";"Municipal";5,769059;5,4
"RO";1100031;"Cabixi";"Pública";5,769059;5,6
"RO";1100049;"Cacoal";"Estadual";6,145028;5,7
"RO";1100049;"Cacoal";"Municipal";5,921251;6
"RO";1100049;"Cacoal";"Pública";6,037093;5,9
"RO";1100056;"Cerejeiras";"Estadual";7,397642;6
"RO";1100056;"Cerejeiras";"Municipal";6,566727;5,8
"RO";1100056;"Cerejeiras";"Pública";6,782901;5,9
"RO";1100064;"Colorado do Oeste";"Estadual";;6,1
"RO";1100064;"Colorado do Oeste";"Municipal";6,557992;5,9
"RO";1100064;"Colorado do Oeste";"Pública";6,557992;6
"RO";1100072;"Corumbiara";"Estadual";;5,5
"RO";1100072;"Corumbiara";"Municipal";6,512838;5,5
"RO";1100072;"Corumbiara";"Pública";6,512838;5,5
"RO";1100080;"Costa Marques";"Estadual";;5,5
"RO";1100080;"Costa Marques";"Municipal";5,628676;4,6
"RO";1100080;"Costa Marques";"Pública";5,628676;5,1
"RO";1100098;"Espigão D'Oeste";"Estadual";6,124405;5,7
"RO";1100098;"Espigão D'Oeste";"Municipal";6,176759;5,8
"RO";1100098;"Espigão D'Oeste";"Pública";6,151237;5,9
"RO";1100106;"Guajará-Mirim";"Estadual";5,671768;5,3
"RO";1100106;"Guajará-Mirim";"Municipal";5,447093;5,1
"RO";1100106;"Guajará-Mirim";"Pública";5,524566;5,2
"RO";1100114;"Jaru";"Estadual";5,760817;5,6
"RO";1100114;"Jaru";"Municipal";6,04171;5,1
"RO";1100114;"Jaru";"Pública";5,905645;5,3
"RO";1100122;"Ji-Paraná";"Estadual";5,864913;5,7
"RO";1100122;"Ji-Paraná";"Municipal";6,424756;6
"RO";1100122;"Ji-Paraná";"Pública";6,053387;5,8
"RO";1100130;"Machadinho D'Oeste";"Estadual";;6,1
"RO";1100130;"Machadinho D'Oeste";"Municipal";5,463307;4,5
"RO";1100130;"Machadinho D'Oeste";"Pública";5,463307;4,9
"RO";1100148;"Nova Brasilândia D'Oeste";"Estadual";7,378714;5,6
"RO";1100148;"Nova Brasilândia D'Oeste";"Municipal";6,970728;5,8
"RO";1100148;"Nova Brasilândia D'Oeste";"Pública";7,104418;5,6
"RO";1100155;"Ouro Preto do Oeste";"Estadual";5,641545;5,6
"RO";1100155;"Ouro Preto do Oeste";"Municipal";6,344115;5,2
"RO";1100155;"Ouro Preto do Oeste";"Pública";6,307722;5,4
"RO";1100189;"Pimenta Bueno";"Estadual";5,804588;6
"RO";1100189;"Pimenta Bueno";"Municipal";6,150143;5,9
"RO";1100189;"Pimenta Bueno";"Pública";6,098924;5,9
"RO";1100205;"Porto Velho";"Estadual";5,901135;5,5
"RO";1100205;"Porto Velho";"Municipal";5,746037;5,5
"RO";1100205;"Porto Velho";"Pública";5,787495;5,6
"RO";1100254;"Presidente Médici";"Estadual";6,224543;5,8
"RO";1100254;"Presidente Médici";"Municipal";6,214677;5,3
"RO";1100254;"Presidente Médici";"Pública";6,219104;5,7
"RO";1100262;"Rio Crespo";"Estadual";;5,3
"RO";1100262;"Rio Crespo";"Municipal";4,532041;5,1
"RO";1100262;"Rio Crespo";"Pública";4,532041;5,2
"RO";1100288;"Rolim de Moura";"Estadual";6,758951;6
"RO";1100288;"Rolim de Moura";"Municipal";5,858761;5,6
"RO";1100288;"Rolim de Moura";"Pública";6,188001;5,9
"RO";1100296;"Santa Luzia D'Oeste";"Estadual";;5,8
"RO";1100296;"Santa Luzia D'Oeste";"Municipal";6,670042;5,7
"RO";1100296;"Santa Luzia D'Oeste";"Pública";6,670042;5,6
"RO";1100304;"Vilhena";"Estadual";6,231455;6,1
"RO";1100304;"Vilhena";"Municipal";5,920409;5,7
"RO";1100304;"Vilhena";"Pública";5,952594;5,9
"RO";1100320;"São Miguel do Guaporé";"Estadual";;5,8
"RO";1100320;"São Miguel do Guaporé";"Municipal";5,420587;5,7
"RO";1100320;"São Miguel do Guaporé";"Pública";5,420587;5,7
"RO";1100338;"Nova Mamoré";"Estadual";5,752186;5,7
"RO";1100338;"Nova Mamoré";"Municipal";5,16421;5,1
"RO";1100338;"Nova Mamoré";"Pública";5,341086;5,2
"RO";1100346;"Alvorada D'Oeste";"Estadual";5,971305;6,1
"RO";1100346;"Alvorada D'Oeste";"Municipal";5,419204;4,8
"RO";1100346;"Alvorada D'Oeste";"Pública";5,532316;5,8
"RO";1100379;"Alto Alegre dos Parecis";"Estadual";6,293189;5,6
"RO";1100379;"Alto Alegre dos Parecis";"Municipal";5,594721;5,6
"RO";1100379;"Alto Alegre dos Parecis";"Pública";5,867262;5,5
"RO";1100403;"Alto Paraíso";"Estadual";6,062144;5,1
"RO";1100403;"Alto Paraíso";"Municipal";5,131866;5,4
"RO";1100403;"Alto Paraíso";"Pública";5,545529;5,2
"RO";1100452;"Buritis";"Estadual";;5,7
"RO";1100452;"Buritis";"Municipal";5,772698;5
"RO";1100452;"Buritis";"Pública";5,772698;5,3
"RO";1100502;"Novo Horizonte do Oeste";"Estadual";;5,2
"RO";1100502;"Novo Horizonte do Oeste";"Municipal";6,729171;5,5
"RO";1100502;"Novo Horizonte do Oeste";"Pública";6,729171;5,3
"RO";1100601;"Cacaulândia";"Municipal";5,232322;5,2
"RO";1100601;"Cacaulândia";"Pública";5,232322;5,2
"RO";1100700;"Campo Novo de Rondônia";"Estadual";;5,5
"RO";1100700;"Campo Novo de Rondônia";"Municipal";5,928202;5
"RO";1100700;"Campo Novo de Rondônia";"Pública";5,928202;5,1
"RO";1100809;"Candeias do Jamari";"Estadual";6,117895;5,1
"RO";1100809;"Candeias do Jamari";"Municipal";5,35272;5,1
"RO";1100809;"Candeias do Jamari";"Pública";5,591824;5,1
"RO";1100908;"Castanheiras";"Estadual";;5,5
"RO";1100908;"Castanheiras";"Pública";;5,5
"RO";1100924;"Chupinguaia";"Estadual";;5,4
"RO";1100924;"Chupinguaia";"Municipal";5,032257;5,7
"RO";1100924;"Chupinguaia";"Pública";5,032257;5,7
"RO";1100940;"Cujubim";"Estadual";;6
"RO";1100940;"Cujubim";"Municipal";4,995088;4,6
"RO";1100940;"Cujubim";"Pública";4,995088;4,9
"RO";1101005;"Governador Jorge Teixeira";"Estadual";;4,9
"RO";1101005;"Governador Jorge Teixeira";"Municipal";5,787087;5
"RO";1101005;"Governador Jorge Teixeira";"Pública";5,787087;4,9
"RO";1101104;"Itapuã do Oeste";"Estadual";;5,7
"RO";1101104;"Itapuã do Oeste";"Municipal";5,195092;5
"RO";1101104;"Itapuã do Oeste";"Pública";5,195092;5,1
"RO";1101203;"Ministro Andreazza";"Estadual";6,684362;5,7
"RO";1101203;"Ministro Andreazza";"Municipal";5,753085;5,4
"RO";1101203;"Ministro Andreazza";"Pública";6,100111;5,3
"RO";1101302;"Mirante da Serra";"Estadual";;5,3
"RO";1101302;"Mirante da Serra";"Municipal";5,760369;5,3
"RO";1101302;"Mirante da Serra";"Pública";5,760369;5,3
"RO";1101401;"Monte Negro";"Estadual";;5,9
"RO";1101401;"Monte Negro";"Municipal";5,094369;5,3
"RO";1101401;"Monte Negro";"Pública";5,094369;5,6
"RO";1101435;"Nova União";"Estadual";;4,8
"RO";1101435;"Nova União";"Municipal";5,754479;5
"RO";1101435;"Nova União";"Pública";5,754479;5
"RO";1101450;"Parecis";"Estadual";;5,6
"RO";1101450;"Parecis";"Municipal";4,799426;5,1
"RO";1101450;"Parecis";"Pública";4,799426;5,4
"RO";1101468;"Pimenteiras do Oeste";"Municipal";5,350134;5,3
"RO";1101468;"Pimenteiras do Oeste";"Pública";5,350134;5,3
"RO";1101476;"Primavera de Rondônia";"Estadual";;5,7
"RO";1101476;"Primavera de Rondônia";"Municipal";5,858352;5,7
"RO";1101476;"Primavera de Rondônia";"Pública";5,858352;5,7
"RO";1101484;"São Felipe D'Oeste";"Estadual";;5,8
"RO";1101484;"São Felipe D'Oeste";"Municipal";5,824205;5,8
"RO";1101484;"São Felipe D'Oeste";"Pública";5,824205;5,9
"RO";1101492;"São Francisco do Guaporé";"Estadual";5,647323;5,1
"RO";1101492;"São Francisco do Guaporé";"Municipal";5,444031;4,7
"RO";1101492;"São Francisco do Guaporé";"Pública";5,507091;4,8
"RO";1101500;"Seringueiras";"Estadual";;5,8
"RO";1101500;"Seringueiras";"Municipal";5,196514;5,6
"RO";1101500;"Seringueiras";"Pública";5,196514;5,6
"RO";1101559;"Teixeirópolis";"Estadual";;5,5
"RO";1101559;"Teixeirópolis";"Municipal";5,918372;5,2
"RO";1101559;"Teixeirópolis";"Pública";5,918372;5,3
"RO";1101609;"Theobroma";"Estadual";5,914966;5,7
"RO";1101609;"Theobroma";"Pública";5,914966;5,3
"RO";1101708;"Urupá";"Estadual";;6
"RO";1101708;"Urupá";"Municipal";5,898874;5,9
"RO";1101708;"Urupá";"Pública";5,898874;5,8
"RO";1101757;"Vale do Anari";"Estadual";5,716521;5,6
"RO";1101757;"Vale do Anari";"Municipal";5,383677;5,2
"RO";1101757;"Vale do Anari";"Pública";5,417629;5,2
"RO";1101807;"Vale do Paraíso";"Estadual";;5,7
"RO";1101807;"Vale do Paraíso";"Municipal";5,25329;5,4
"RO";1101807;"Vale do Paraíso";"Pública";5,25329;5,5
"AC";1200013;"Acrelândia";"Estadual";;5
"AC";1200013;"Acrelândia";"Municipal";5,763874;4,8
"AC";1200013;"Acrelândia";"Pública";5,763874;4,8
"AC";1200054;"Assis Brasil";"Estadual";;4,7
"AC";1200054;"Assis Brasil";"Municipal";5,680322;4,4
"AC";1200054;"Assis Brasil";"Pública";5,680322;4,6
"AC";1200104;"Brasiléia";"Estadual";8,261611;5,3
"AC";1200104;"Brasiléia";"Municipal";6,55596;5,2
"AC";1200104;"Brasiléia";"Pública";7,037912;5,2
"AC";1200138;"Bujari";"Estadual";;
"AC";1200138;"Bujari";"Municipal";4,765892;4,6
"AC";1200138;"Bujari";"Pública";4,765892;4,6
"AC";1200179;"Capixaba";"Estadual";;5,3
"AC";1200179;"Capixaba";"Municipal";5,245743;4,8
"AC";1200179;"Capixaba";"Pública";5,245743;4,8
"AC";1200203;"Cruzeiro do Sul";"Estadual";6,445065;5,4
"AC";1200203;"Cruzeiro do Sul";"Municipal";5,675315;5,5
"AC";1200203;"Cruzeiro do Sul";"Pública";6,127449;5,5
"AC";1200252;"Epitaciolândia";"Estadual";;5,6
"AC";1200252;"Epitaciolândia";"Municipal";6,386705;5,2
"AC";1200252;"Epitaciolândia";"Pública";6,386705;5,3
"AC";1200302;"Feijó";"Estadual";6,436922;5,2
"AC";1200302;"Feijó";"Municipal";6,255805;4,7
"AC";1200302;"Feijó";"Pública";6,380849;4,9
"AC";1200328;"Jordão";"Estadual";6,494245;4,3
"AC";1200328;"Jordão";"Municipal";4,914126;4,5
"AC";1200328;"Jordão";"Pública";5,679299;4,4
"AC";1200336;"Mâncio Lima";"Estadual";;4,6
"AC";1200336;"Mâncio Lima";"Municipal";5,612541;4,2
"AC";1200336;"Mâncio Lima";"Pública";5,612541;4,5
"AC";1200344;"Manoel Urbano";"Estadual";;4,3
"AC";1200344;"Manoel Urbano";"Municipal";5,873301;4,3
"AC";1200344;"Manoel Urbano";"Pública";5,873301;4,3
"AC";1200351;"Marechal Thaumaturgo";"Municipal";5,086935;4,1
"AC";1200351;"Marechal Thaumaturgo";"Pública";5,086935;4,1
"AC";1200385;"Plácido de Castro";"Estadual";5,580486;5
"AC";1200385;"Plácido de Castro";"Municipal";5,529912;4,6
"AC";1200385;"Plácido de Castro";"Pública";5,56026;4,8
"AC";1200393;"Porto Walter";"Estadual";;3,9
"AC";1200393;"Porto Walter";"Municipal";4,606412;4,1
"AC";1200393;"Porto Walter";"Pública";4,606412;4
"AC";1200401;"Rio Branco";"Federal";6,700069;6,4
"AC";1200401;"Rio Branco";"Estadual";6,559351;5,8
"AC";1200401;"Rio Branco";"Municipal";6,82496;6
"AC";1200401;"Rio Branco";"Pública";6,634573;5,8
"AC";1200427;"Rodrigues Alves";"Estadual";;4,4
"AC";1200427;"Rodrigues Alves";"Municipal";5,929579;4,5
"AC";1200427;"Rodrigues Alves";"Pública";5,929579;4,5
"AC";1200435;"Santa Rosa do Purus";"Municipal";4,18919;3,9
"AC";1200435;"Santa Rosa do Purus";"Pública";4,18919;4
"AC";1200450;"Senador Guiomard";"Estadual";7,076153;5,5
"AC";1200450;"Senador Guiomard";"Municipal";6,299371;4,7
"AC";1200450;"Senador Guiomard";"Pública";6,576828;5,2
"AC";1200500;"Sena Madureira";"Estadual";5,275627;4,8
"AC";1200500;"Sena Madureira";"Municipal";6,307488;4,5
"AC";1200500;"Sena Madureira";"Pública";6,233221;4,7
"AC";1200609;"Tarauacá";"Estadual";6,657022;5,2
"AC";1200609;"Tarauacá";"Municipal";5,706013;4,6
"AC";1200609;"Tarauacá";"Pública";6,026073;4,8
"AC";1200708;"Xapuri";"Estadual";6,242237;5,1
"AC";1200708;"Xapuri";"Municipal";6,213018;4,8
"AC";1200708;"Xapuri";"Pública";6,230989;5
"AC";1200807;"Porto Acre";"Estadual";;5,2
"AC";1200807;"Porto Acre";"Municipal";;4,1
"AC";1200807;"Porto Acre";"Pública";;5
"AM";1300029;"Alvarães";"Estadual";5,168932;4,6
"AM";1300029;"Alvarães";"Municipal";4,124586;3,5
"AM";1300029;"Alvarães";"Pública";4,661034;4,8
"AM";1300060;"Amaturá";"Estadual";5,442942;5,2
"AM";1300060;"Amaturá";"Municipal";5,121189;4,7
"AM";1300060;"Amaturá";"Pública";5,234879;4,9
"AM";1300086;"Anamã";"Estadual";6,778299;4,9
"AM";1300086;"Anamã";"Municipal";4,969134;4,6
"AM";1300086;"Anamã";"Pública";5,55192;4,7
"AM";1300102;"Anori";"Estadual";5,708547;4,9
"AM";1300102;"Anori";"Municipal";5,694106;4,5
"AM";1300102;"Anori";"Pública";5,699625;4,6
"AM";1300144;"Apuí";"Estadual";6,249933;6
"AM";1300144;"Apuí";"Municipal";5,149441;4,7
"AM";1300144;"Apuí";"Pública";5,801914;5,6
"AM";1300201;"Atalaia do Norte";"Estadual";4,763268;5
"AM";1300201;"Atalaia do Norte";"Municipal";4,596988;4,8
"AM";1300201;"Atalaia do Norte";"Pública";4,644979;4,4
"AM";1300300;"Autazes";"Estadual";5,728038;4,9
"AM";1300300;"Autazes";"Municipal";5,091833;4,7
"AM";1300300;"Autazes";"Pública";5,505115;4,6
"AM";1300409;"Barcelos";"Estadual";5,346643;5,5
"AM";1300409;"Barcelos";"Municipal";5,58989;4,7
"AM";1300409;"Barcelos";"Pública";5,482486;5,1
"AM";1300508;"Barreirinha";"Estadual";5,737706;5
"AM";1300508;"Barreirinha";"Municipal";4,540142;4,8
"AM";1300508;"Barreirinha";"Pública";5,100668;5
"AM";1300607;"Benjamin Constant";"Estadual";6,32278;5,3
"AM";1300607;"Benjamin Constant";"Municipal";4,258271;4,3
"AM";1300607;"Benjamin Constant";"Pública";4,673783;4,6
"AM";1300631;"Beruri";"Estadual";5,651015;4,5
"AM";1300631;"Beruri";"Municipal";4,225419;4,3
"AM";1300631;"Beruri";"Pública";4,565248;4,4
"AM";1300680;"Boa Vista do Ramos";"Estadual";5,444618;4,7
"AM";1300680;"Boa Vista do Ramos";"Municipal";4,31474;4
"AM";1300680;"Boa Vista do Ramos";"Pública";4,829717;4,6
"AM";1300706;"Boca do Acre";"Estadual";6,425633;4,8
"AM";1300706;"Boca do Acre";"Municipal";5,762239;5
"AM";1300706;"Boca do Acre";"Pública";6,097931;4,9
"AM";1300805;"Borba";"Estadual";5,151417;4,8
"AM";1300805;"Borba";"Municipal";4,426943;4,5
"AM";1300805;"Borba";"Pública";4,831752;4,6
"AM";1300839;"Caapiranga";"Estadual";5,537492;4,9
"AM";1300839;"Caapiranga";"Municipal";;4,1
"AM";1300839;"Caapiranga";"Pública";4,799611;4,8
"AM";1300904;"Canutama";"Estadual";5,069734;5,4
"AM";1300904;"Canutama";"Municipal";4,614187;4,1
"AM";1300904;"Canutama";"Pública";4,810621;4,9
"AM";1301001;"Carauari";"Estadual";6,197006;4,6
"AM";1301001;"Carauari";"Municipal";5,263243;4,9
"AM";1301001;"Carauari";"Pública";5,64365;4,7
"AM";1301100;"Careiro";"Estadual";5,709348;4,9
"AM";1301100;"Careiro";"Municipal";4,857049;4,5
"AM";1301100;"Careiro";"Pública";5,195087;4,7
"AM";1301159;"Careiro da Várzea";"Estadual";5,067479;5,3
"AM";1301159;"Careiro da Várzea";"Municipal";4,405244;4,6
"AM";1301159;"Careiro da Várzea";"Pública";4,609507;5
"AM";1301209;"Coari";"Estadual";5,301485;4,9
"AM";1301209;"Coari";"Municipal";4,372825;4,3
"AM";1301209;"Coari";"Pública";4,872899;4,7
"AM";1301308;"Codajás";"Estadual";5,178511;4,7
"AM";1301308;"Codajás";"Municipal";5,121647;4,9
"AM";1301308;"Codajás";"Pública";5,153146;4,7
"AM";1301407;"Eirunepé";"Estadual";5,579769;4,9
"AM";1301407;"Eirunepé";"Municipal";4,287337;4,3
"AM";1301407;"Eirunepé";"Pública";4,832665;4,3
"AM";1301506;"Envira";"Estadual";5,32279;4,4
"AM";1301506;"Envira";"Municipal";3,4298;5
"AM";1301506;"Envira";"Pública";4,289201;4,4
"AM";1301605;"Fonte Boa";"Estadual";4,873878;4,7
"AM";1301605;"Fonte Boa";"Municipal";4,023831;4,6
"AM";1301605;"Fonte Boa";"Pública";4,312946;4,6
"AM";1301654;"Guajará";"Municipal";4,435279;4,8
"AM";1301654;"Guajará";"Pública";4,435279;4,8
"AM";1301704;"Humaitá";"Estadual";5,369268;4,9
"AM";1301704;"Humaitá";"Municipal";4,831075;4,7
"AM";1301704;"Humaitá";"Pública";4,934802;4,7
"AM";1301803;"Ipixuna";"Estadual";5,111387;4,4
"AM";1301803;"Ipixuna";"Municipal";4,608318;4,4
"AM";1301803;"Ipixuna";"Pública";4,719406;4,4
"AM";1301852;"Iranduba";"Estadual";4,869492;4,8
"AM";1301852;"Iranduba";"Municipal";5,750177;4,4
"AM";1301852;"Iranduba";"Pública";5,511421;4,5
"AM";1301902;"Itacoatiara";"Estadual";7,177719;5,1
"AM";1301902;"Itacoatiara";"Municipal";5,210282;4,4
"AM";1301902;"Itacoatiara";"Pública";5,553815;4,5
"AM";1301951;"Itamarati";"Estadual";4,289371;4,3
"AM";1301951;"Itamarati";"Municipal";3,512261;5,6
"AM";1301951;"Itamarati";"Pública";3,936103;4,2
"AM";1302009;"Itapiranga";"Estadual";6,356894;5,1
"AM";1302009;"Itapiranga";"Municipal";4,673432;4,4
"AM";1302009;"Itapiranga";"Pública";5,70272;4,7
"AM";1302108;"Japurá";"Estadual";;4,6
"AM";1302108;"Japurá";"Municipal";;4,5
"AM";1302108;"Japurá";"Pública";5,027427;4,6
"AM";1302207;"Juruá";"Estadual";5,386237;4,7
"AM";1302207;"Juruá";"Municipal";4,253514;4,5
"AM";1302207;"Juruá";"Pública";4,771607;4,6
"AM";1302306;"Jutaí";"Estadual";5,929441;4,7
"AM";1302306;"Jutaí";"Municipal";4,22666;5,1
"AM";1302306;"Jutaí";"Pública";4,458231;4,9
"AM";1302405;"Lábrea";"Estadual";5,781584;5
"AM";1302405;"Lábrea";"Municipal";4,574677;4,4
"AM";1302405;"Lábrea";"Pública";4,998684;4,4
"AM";1302504;"Manacapuru";"Estadual";6,048294;5,2
"AM";1302504;"Manacapuru";"Municipal";5,535559;4,9
"AM";1302504;"Manacapuru";"Pública";5,744392;5
"AM";1302553;"Manaquiri";"Estadual";;4,4
"AM";1302553;"Manaquiri";"Municipal";3,46281;4,6
"AM";1302553;"Manaquiri";"Pública";4,029855;4,6
"AM";1302603;"Manaus";"Estadual";6,429799;5,6
"AM";1302603;"Manaus";"Municipal";6,132969;5,5
"AM";1302603;"Manaus";"Pública";6,228595;5,5
"AM";1302702;"Manicoré";"Estadual";5,9507;4,9
"AM";1302702;"Manicoré";"Municipal";5,163937;4,8
"AM";1302702;"Manicoré";"Pública";5,518902;4,7
"AM";1302801;"Maraã";"Estadual";4,232867;4,5
"AM";1302801;"Maraã";"Municipal";4,210337;5
"AM";1302801;"Maraã";"Pública";4,221788;4,8
"AM";1302900;"Maués";"Estadual";5,866817;5,5
"AM";1302900;"Maués";"Municipal";5,660822;4,5
"AM";1302900;"Maués";"Pública";5,753426;4,8
"AM";1303007;"Nhamundá";"Estadual";6,25745;5,2
"AM";1303007;"Nhamundá";"Municipal";4,763876;4,9
"AM";1303007;"Nhamundá";"Pública";5,674859;5
"AM";1303106;"Nova Olinda do Norte";"Estadual";5,488503;4,8
"AM";1303106;"Nova Olinda do Norte";"Municipal";4,824772;4,6
"AM";1303106;"Nova Olinda do Norte";"Pública";5,20685;4,5
"AM";1303205;"Novo Airão";"Estadual";6,95181;5,1
"AM";1303205;"Novo Airão";"Municipal";4,708699;5,2
"AM";1303205;"Novo Airão";"Pública";5,28608;5,2
"AM";1303304;"Novo Aripuanã";"Estadual";4,890163;4,5
"AM";1303304;"Novo Aripuanã";"Municipal";4,315736;4,5
"AM";1303304;"Novo Aripuanã";"Pública";4,590101;4,4
"AM";1303403;"Parintins";"Estadual";6,853599;5,9
"AM";1303403;"Parintins";"Municipal";5,243006;4,9
"AM";1303403;"Parintins";"Pública";5,96959;5,5
"AM";1303502;"Pauini";"Estadual";4,377324;4,7
"AM";1303502;"Pauini";"Municipal";4,392125;4,5
"AM";1303502;"Pauini";"Pública";4,389531;4,6
"AM";1303536;"Presidente Figueiredo";"Estadual";;6,1
"AM";1303536;"Presidente Figueiredo";"Municipal";5,660427;4,7
"AM";1303536;"Presidente Figueiredo";"Pública";5,660427;4,7
"AM";1303569;"Rio Preto da Eva";"Estadual";5,377346;4,6
"AM";1303569;"Rio Preto da Eva";"Municipal";5,159721;4,9
"AM";1303569;"Rio Preto da Eva";"Pública";5,228929;4,9
"AM";1303601;"Santa Isabel do Rio Negro";"Estadual";4,591423;4,9
"AM";1303601;"Santa Isabel do Rio Negro";"Municipal";4,606376;4,9
"AM";1303601;"Santa Isabel do Rio Negro";"Pública";4,599567;4,9
"AM";1303700;"Santo Antônio do Içá";"Estadual";5,820731;4,7
"AM";1303700;"Santo Antônio do Içá";"Municipal";4,358666;4,3
"AM";1303700;"Santo Antônio do Içá";"Pública";4,601382;4,6
"AM";1303809;"São Gabriel da Cachoeira";"Estadual";5,462257;5,4
"AM";1303809;"São Gabriel da Cachoeira";"Municipal";;4,4
"AM";1303809;"São Gabriel da Cachoeira";"Pública";5,462257;4,9
"AM";1303908;"São Paulo de Olivença";"Estadual";5,296759;5,3
"AM";1303908;"São Paulo de Olivença";"Municipal";4,995931;4,5
"AM";1303908;"São Paulo de Olivença";"Pública";5,153085;5,1
"AM";1303957;"São Sebastião do Uatumã";"Estadual";5,979729;4,8
"AM";1303957;"São Sebastião do Uatumã";"Municipal";4,956561;4,9
"AM";1303957;"São Sebastião do Uatumã";"Pública";5,306173;4,6
"AM";1304005;"Silves";"Estadual";5,833876;6,2
"AM";1304005;"Silves";"Municipal";5,073207;4,7
"AM";1304005;"Silves";"Pública";5,195974;4,7
"AM";1304062;"Tabatinga";"Estadual";5,820778;5,4
"AM";1304062;"Tabatinga";"Municipal";4,762042;4,4
"AM";1304062;"Tabatinga";"Pública";5,127931;4,7
"AM";1304104;"Tapauá";"Estadual";5,384455;4,9
"AM";1304104;"Tapauá";"Municipal";5,790221;4,3
"AM";1304104;"Tapauá";"Pública";5,560002;4,4
"AM";1304203;"Tefé";"Estadual";5,693514;5,3
"AM";1304203;"Tefé";"Municipal";5,071707;4,9
"AM";1304203;"Tefé";"Pública";5,327785;5,1
"AM";1304237;"Tonantins";"Estadual";4,845057;4,3
"AM";1304237;"Tonantins";"Municipal";4,288652;4,1
"AM";1304237;"Tonantins";"Pública";4,424529;4,3
"AM";1304260;"Uarini";"Estadual";4,937772;5
"AM";1304260;"Uarini";"Municipal";4,888467;5,3
"AM";1304260;"Uarini";"Pública";4,905751;5,5
"AM";1304302;"Urucará";"Estadual";6,041018;4,2
"AM";1304302;"Urucará";"Municipal";5,165211;5
"AM";1304302;"Urucará";"Pública";5,417528;4,4
"AM";1304401;"Urucurituba";"Estadual";5,49087;4,6
"AM";1304401;"Urucurituba";"Municipal";4,796531;4,7
"AM";1304401;"Urucurituba";"Pública";5,257324;4,3
"RR";1400027;"Amajari";"Estadual";;5,1
"RR";1400027;"Amajari";"Municipal";;4,6
"RR";1400027;"Amajari";"Pública";;5,1
"RR";1400050;"Alto Alegre";"Estadual";;5,2
"RR";1400050;"Alto Alegre";"Municipal";;4,9
"RR";1400050;"Alto Alegre";"Pública";;5
"RR";1400100;"Boa Vista";"Federal";6,362246;6,9
"RR";1400100;"Boa Vista";"Estadual";;5,8
"RR";1400100;"Boa Vista";"Municipal";6,139904;5,8
"RR";1400100;"Boa Vista";"Pública";6,141013;5,8
"RR";1400159;"Bonfim";"Estadual";;5,1
"RR";1400159;"Bonfim";"Municipal";4,968982;5,1
"RR";1400159;"Bonfim";"Pública";4,968982;5,1
"RR";1400175;"Cantá";"Estadual";;5
"RR";1400175;"Cantá";"Municipal";;5,7
"RR";1400175;"Cantá";"Pública";;4,9
"RR";1400209;"Caracaraí";"Estadual";;4,4
"RR";1400209;"Caracaraí";"Municipal";5,120076;5
"RR";1400209;"Caracaraí";"Pública";5,120076;4,8
"RR";1400233;"Caroebe";"Estadual";;5
"RR";1400233;"Caroebe";"Municipal";;5,4
"RR";1400233;"Caroebe";"Pública";;4,7
"RR";1400282;"Iracema";"Estadual";;4,5
"RR";1400282;"Iracema";"Municipal";4,914382;4,4
"RR";1400282;"Iracema";"Pública";4,914382;4,5
"RR";1400308;"Mucajaí";"Estadual";;5
"RR";1400308;"Mucajaí";"Municipal";5,093105;4,9
"RR";1400308;"Mucajaí";"Pública";5,093105;5
"RR";1400407;"Normandia";"Estadual";;
"RR";1400407;"Normandia";"Municipal";4,237269;4,7
"RR";1400407;"Normandia";"Pública";4,237269;4,7
"RR";1400456;"Pacaraima";"Estadual";;
"RR";1400456;"Pacaraima";"Municipal";;5,2
"RR";1400456;"Pacaraima";"Pública";;5,1
"RR";1400472;"Rorainópolis";"Estadual";;4,8
"RR";1400472;"Rorainópolis";"Municipal";5,392419;4,3
"RR";1400472;"Rorainópolis";"Pública";5,392419;4,7
"RR";1400506;"São João da Baliza";"Estadual";;
"RR";1400506;"São João da Baliza";"Municipal";5,44302;5,5
"RR";1400506;"São João da Baliza";"Pública";5,44302;5,5
"RR";1400605;"São Luiz";"Estadual";;5,3
"RR";1400605;"São Luiz";"Municipal";5,148229;4,8
"RR";1400605;"São Luiz";"Pública";5,148229;5
"RR";1400704;"Uiramutã";"Estadual";;4,6
"RR";1400704;"Uiramutã";"Municipal";;5,4
"RR";1400704;"Uiramutã";"Pública";;4,6
"PA";1500107;"Abaetetuba";"Municipal";5,344568;4,7
"PA";1500107;"Abaetetuba";"Pública";5,344568;4,7
"PA";1500131;"Abel Figueiredo";"Municipal";5,494739;4,5
"PA";1500131;"Abel Figueiredo";"Pública";5,494739;4,5
"PA";1500206;"Acará";"Municipal";4,94541;4,4
"PA";1500206;"Acará";"Pública";4,94541;4,4
